marca=CHANA, modelo=Family 1.0 8V 53cv (Perua), ano=2005, renavam=44189535557, placa=HYW-4380, cor=Dourado
marca=Fyber, modelo=Buggy 2000W 1.8 8V/ 1.8 8V Flex, ano=2004, renavam=16483401206, placa=GIS-0147, cor=Azul
marca=JAC, modelo=J2 1.4 JET Flex 16V 5p Mec, ano=2015, renavam=61862606340, placa=ESF-0394, cor=Bege
marca=ASTON MARTIN, modelo=Vantage S 6.0 V12 565cv, ano=2015, renavam=31655930752, placa=CKE-3102, cor=Verde
marca=CBT Jipe, modelo=Javali 3.0 4x4 Diesel, ano=1988, renavam=77538077334, placa=DDH-8428, cor=Marrom
marca=GEELY, modelo=EC7 1.8 16V 130cv 4p Mec., ano=2014, renavam=87733751062, placa=BVE-7688, cor=Verde
marca=LAMBORGHINI, modelo=Gallardo Coupe LP550-2 Bicolore, ano=2012, renavam=16483401206, placa=GIS-0147, cor=Azul
marca=Land Rover, modelo=Discovery TDI 2.5 Diesel, ano=1992, renavam=61862606340, placa=ESF-0394, cor=Bege
marca=HAFEI, modelo=Towner Jr. Pick-up Ba, ano=2011, renavam=83806334340, placa=FCA-2430, cor=Dourado
marca=Fyber, modelo=Buggy 2000W 1.8 8V/ 1.8 8V Flex, ano=2004, renavam=85398640105, placa=CAP-2543, cor=Branco
marca=Walk, modelo=Buggy  Walk Sport 1.6 8V 58cv, ano=2005, renavam=54669939942, placa=CYA-4393, cor=Preto
marca=Wake, modelo=Way 1.8 Total Flex 8V Mec., ano=2009, renavam=30427145998, placa=FAQ-1501, cor=Azul
marca=Cadillac, modelo=Deville/Eldorado 4.9, ano=1991, renavam=95414441008, placa=DRE-7236, cor=Azul
marca=ASTON MARTIN, modelo=Virage Coupe 6.0 V12 490cv, ano=2012, renavam=16483401206, placa=GIS-0147, cor=Azul
marca=Plymouth, modelo=Gran Voyager LE 2.5, ano=1992, renavam=03966870349, placa=ESU-6591, cor=Marrom
marca=Subaru, modelo=Impreza 1.5 16V 115cv Aut., ano=2008, renavam=54669939942, placa=CYA-4393, cor=Preto
marca=Plymouth, modelo=Gran Voyager LE 2.5, ano=1992, renavam=71603064646, placa=FGN-7186, cor=Prata
marca=MINI, modelo=COOPER CABRIO S HIGHGATE 1.6 Aut., ano=2013, renavam=86031168954, placa=GDQ-4659, cor=Laranja
marca=GREAT WALL, modelo=HOVER CUV 2.4 16V 4WD 5p Mec., ano=2007, renavam=61382668539, placa=GAL-1192, cor=Verde
marca=Mazda, modelo=929 V6 Aut, ano=1992, renavam=53142852962, placa=BYA-7850, cor=Bege
marca=Gurgel, modelo=Carajas/ Tocantis/ Xavante/ Vip, ano=1985, renavam=47401867095, placa=DTX-8443, cor=Amarelo
marca=Asia Motors, modelo=Towner SDX / DLX/ Std., ano=1993, renavam=71559707605, placa=FIE-5385, cor=Dourado
marca=Porsche, modelo=968 Coup, ano=1992, renavam=37664780287, placa=EAP-7172, cor=Amarelo
marca=Cross Lander, modelo=CL-330 2.8 132cv 4x4 TB Int. Diesel, ano=2006, renavam=19275789307, placa=EPF-9147, cor=Prata
marca=Ferrari, modelo=F12 Berlinetta 740cv, ano=2013, renavam=19346535701, placa=DPA-4989, cor=Bege
marca=Peugeot, modelo=106 Soleil 1.0 3p, ano=1998, renavam=15789684886, placa=FUX-2988, cor=Preto
marca=Rolls-Royce, modelo=Ghost ll 6.6 V12 Aut., ano=2015, renavam=85398640105, placa=CAP-2543, cor=Branco
marca=Dodge, modelo=Ram 2500 H.DUTY 5.9 SLT 24V CD 4x4 Dies., ano=2004, renavam=28059553146, placa=GBJ-9648, cor=Cinza
marca=Chrysler, modelo=PT Cruiser Touring DEC. EDITION 2.4 16V, ano=2010, renavam=95414441008, placa=DRE-7236, cor=Azul
marca=Kia Motors, modelo=Sportage 2.0 16V Aut, ano=1997, renavam=02527663456, placa=FKN-3786, cor=Dourado
marca=Plymouth, modelo=Gran Voyager LE 2.5, ano=1992, renavam=57638958303, placa=BUZ-3989, cor=Preto
marca=Matra, modelo=Pick-Up 4x2 Curto/Longo 2.5 TDI Diesel, ano=2002, renavam=02527663456, placa=FKN-3786, cor=Dourado
marca=Seat, modelo=Inca 1.6L, ano=1999, renavam=25488045415, placa=FXW-5468, cor=Cinza
marca=Kia Motors, modelo=SOUL 1.6/ 1.6 16V FLEX Aut., ano=2010, renavam=19275789307, placa=EPF-9147, cor=Prata
marca=JPX, modelo=Jipe Montez Std 4x4 Teto de Lona Diesel, ano=1994, renavam=95414441008, placa=DRE-7236, cor=Azul
marca=CHERY, modelo=Celer Sedan 1.5 16V Flex 5p, ano=2013, renavam=98437356311, placa=DIW-1497, cor=Cinza
marca=MINI, modelo=COOPER John Works 1.6 Aut., ano=2013, renavam=86244319747, placa=CIA-5921, cor=Azul
marca=Volvo, modelo=S40 1.8 Aut, ano=1997, renavam=95414441008, placa=DRE-7236, cor=Azul
marca=Dodge, modelo=JOURNEY SXT 2.7 V6 185cv Aut., ano=2009, renavam=83752874104, placa=BXB-1830, cor=Prata
marca=Pontiac, modelo=Trans-Sport SE 3.1, ano=1991, renavam=32706808957, placa=CGU-3178, cor=Bege
marca=JPX, modelo=Jipe Montez Std 4x4 Teto de Lona Diesel, ano=1994, renavam=16483401206, placa=GIS-0147, cor=Azul
marca=Jaguar, modelo=XF SV8 4.2 V8 32V 420cv Aut., ano=2009, renavam=59102124957, placa=BHX-6786, cor=Laranja
marca=Seat, modelo=Cordoba 1.6L, ano=1999, renavam=83752874104, placa=BXB-1830, cor=Prata
marca=GREAT WALL, modelo=HOVER CUV 2.4 16V 4WD 5p Mec., ano=2007, renavam=63967096993, placa=GBT-1371, cor=Marrom
marca=EFFA, modelo=Plutus 3.2 8V 4x2 CD Turbo Diesel, ano=2011, renavam=19346535701, placa=DPA-4989, cor=Bege
marca=Engesa, modelo=Engesa 4x4 2.5/4.1, ano=1985, renavam=19346535701, placa=DPA-4989, cor=Bege
marca=Mercury, modelo=Mystique GS 2.5 V6 Mec., ano=1995, renavam=17609934281, placa=EEU-9891, cor=Dourado
marca=Alfa Romeo, modelo=Spider 2.0/3.0, ano=1991, renavam=40536331412, placa=CQZ-7039, cor=Vermelho
marca=Agrale, modelo=MARRU, ano=2008, renavam=19346535701, placa=DPA-4989, cor=Bege
marca=Matra, modelo=Pick-Up CD 4x2 Curto/Longo 2.5 TDI Dies., ano=2003, renavam=19346535701, placa=DPA-4989, cor=Bege
marca=Toyota, modelo=Hilux CD SRV D4-D 4x2 3.0 163cv TDI Dies, ano=2006, renavam=48373614513, placa=GCJ-6088, cor=Branco
marca=CHANA, modelo=Cargo CD 1.0 8V 53cv (Pick-Up), ano=2007, renavam=44449469915, placa=FDO-6371, cor=Azul
marca=SSANGYONG, modelo=ACTYON 2.3 16V 150cv Aut., ano=2007, renavam=48373614513, placa=GCJ-6088, cor=Branco
marca=Jeep, modelo=Renegade Trailhawk 2.0 4x4 TB Diesel Aut, ano=2015, renavam=57638958303, placa=BUZ-3989, cor=Preto
marca=TAC, modelo=Stark 2.3 4WD 127cv TDI Diesel 3p, ano=2010, renavam=36160097666, placa=BTF-5688, cor=Preto
marca=Troller, modelo=RF Esport T-4 4x4 2.0 Cap. Lona, ano=1998, renavam=48373614513, placa=GCJ-6088, cor=Branco
marca=Agrale, modelo=MARRU, ano=2007, renavam=99011808097, placa=DBQ-4229, cor=Laranja
marca=Volvo, modelo=XC 90 4.4 V8 315cv AWD 5p, ano=2005, renavam=48373614513, placa=GCJ-6088, cor=Branco
marca=Fibravan, modelo=Buggy Vip 1.8 8V, ano=2006, renavam=75287638881, placa=CFT-1524, cor=Preto
marca=Volvo, modelo=V50 T-5 2.5 220cv Aut., ano=2004, renavam=36160097666, placa=BTF-5688, cor=Preto
marca=Dodge, modelo=JOURNEY SXT 3.6 V6 Aut., ano=2012, renavam=47048771658, placa=DII-3783, cor=Verde
marca=LIFAN, modelo=320 ELITE 1.3 16V 88cv 5p, ano=2009, renavam=74467370218, placa=FED-9182, cor=Azul
marca=Ferrari, modelo=456 GTA, ano=1997, renavam=83879131066, placa=CUW-9341, cor=Marrom
marca=MINI, modelo=COOPER 1.5 Turbo 12V 5p Aut., ano=2015, renavam=68540983100, placa=DCI-1429, cor=Marrom
marca=MINI, modelo=COOPER CABRIO John Works 1.6  Mec., ano=2010, renavam=74467370218, placa=FED-9182, cor=Azul
marca=Chrysler, modelo=300 M 3.5, ano=1998, renavam=23375553214, placa=CKK-8975, cor=Bege
marca=Mercury, modelo=Sable LS 3.0 V6, ano=1992, renavam=23375553214, placa=CKK-8975, cor=Bege
marca=Jeep, modelo=Renegade Sport 1.8 4x2 Flex 16V Mec., ano=2016, renavam=17209703215, placa=GAD-3772, cor=Verde
marca=GEELY, modelo=GC2 1.0 12V 68cv 5p, ano=2015, renavam=17209703215, placa=GAD-3772, cor=Verde
marca=smart, modelo=fortwo BRABUS coup, ano=2008, renavam=44449469915, placa=FDO-6371, cor=Azul
marca=Buggy, modelo=Buggy 1.6 2-Lug., ano=1988, renavam=37781342065, placa=FYL-0821, cor=Verde
marca=RAM, modelo=2500 LARAMIE SLT TROPIV. 6.7 4x4 Diesel, ano=2012, renavam=04510764870, placa=BNV-6024, cor=Amarelo
marca=Seat, modelo=Ibiza SXE / GLX 1.8, ano=1995, renavam=37781342065, placa=FYL-0821, cor=Verde
marca=Dodge, modelo=Ram Sport 5.9 V8, ano=1994, renavam=37781342065, placa=FYL-0821, cor=Verde
marca=Subaru, modelo=Impreza XV 2.0 16V 160cv Mec., ano=2011, renavam=37781342065, placa=FYL-0821, cor=Verde
marca=CBT Jipe, modelo=Javali 3.0 4x4 Diesel, ano=1988, renavam=56147681818, placa=EGX-2227, cor=Cinza
marca=VW - VolksWagen, modelo=JETTA Comfortline 1.4 TSI 16V 4p Aut., ano=2016, renavam=17209703215, placa=GAD-3772, cor=Verde
marca=Honda, modelo=Fit CX 1.4 Flex 16V 5p Aut., ano=2014, renavam=35699921026, placa=DFE-9278, cor=Marrom
marca=RAM, modelo=2500 LARAMIE SLT TROPIV. 6.7 4x4 Diesel, ano=2012, renavam=89042759830, placa=CPQ-6897, cor=Amarelo
marca=FOTON, modelo=AUMARK 3.5 - 14ST 2.8 4x2 TB Diesel, ano=2014, renavam=35699921026, placa=DFE-9278, cor=Marrom
marca=Agrale, modelo=MARRU, ano=2008, renavam=44454884500, placa=FOQ-1971, cor=Branco
marca=Jaguar, modelo=S-Type R 4.2 V8 32V 400cv, ano=2005, renavam=72097032198, placa=DDI-7725, cor=Preto
marca=FOTON, modelo=AUMARK 3.5 - 11DT 2.8 4x2 TB Diesel, ano=2014, renavam=41466367063, placa=CER-4352, cor=Prata
marca=Pontiac, modelo=Trans-AM 5.7 V8, ano=1991, renavam=42357647420, placa=CIK-5679, cor=Branco
marca=Troller, modelo=T-4 4x4 2.8 TB Int. Cap. R, ano=2001, renavam=70264099177, placa=DGJ-9179, cor=Dourado
marca=Renault, modelo=SANDERO STEPWAY Hi-Flex 1.6 16V 5p Aut., ano=2012, renavam=11339287778, placa=KTL-7828, cor=Prata
marca=Honda, modelo=Civic Sed LX 1.8 Aut 4p(s/Acess.Esp.D.F), ano=2007, renavam=23375553214, placa=KUI-8975, cor=Bege
marca=BMW, modelo=125i M Sport/Active Flex 2.0 TB Aut. 5p, ano=2013, renavam=66268486215, placa=LAB-7575, cor=Preto
marca=Rolls-Royce, modelo=Wraith 6.6 V12 Aut., ano=2014, renavam=66268486215, placa=LAB-7575, cor=Preto
marca=Lotus, modelo=Esprit S-4 2.2 16V, ano=1995, renavam=57978993377, placa=KNC-0817, cor=Azul
marca=Wake, modelo=Way 1.6 Total Flex 8V Mec., ano=2009, renavam=95765261479, placa=KSR-4411, cor=Prata
marca=Jeep, modelo=COMPASS SPORT 2.0 16V 156cv 5p, ano=2012, renavam=66268486215, placa=LAB-7575, cor=Preto
marca=MINI, modelo=COOPER 1.6 Aut., ano=2008, renavam=04510764870, placa=KOM-6024, cor=Amarelo
marca=LOBINI, modelo=H1 1.8 20V Turbo 180cv 2p, ano=2005, renavam=80335778834, placa=KNB-4663, cor=Verde
marca=LIFAN, modelo=620 TALENT 1.6 16V 106cv 4p, ano=2009, renavam=42357647420, placa=KTU-5679, cor=Branco
marca=Porsche, modelo=911 Carrera S Cabriolet 3.0 420cv, ano=2017, renavam=11339287778, placa=KTL-7828, cor=Prata
marca=Audi, modelo=A4 2.8 Avant V6 30V Mec., ano=1997, renavam=64671065870, placa=LQR-6827, cor=Dourado
marca=Audi, modelo=A6 4.2 Quattro Tiptronic, ano=2000, renavam=79726964209, placa=LNI-2072, cor=Laranja
marca=SHINERAY, modelo=SY1020 T 22 TRUCKS CD, ano=2012, renavam=35699921026, placa=KZR-9278, cor=Marrom
marca=Subaru, modelo=Vivio SD GLI 3p Mec, ano=1994, renavam=23446309671, placa=LFH-8228, cor=Laranja
marca=Pontiac, modelo=Trans-Sport SE 3.1, ano=1991, renavam=14242355234, placa=LKD-1610, cor=Marrom
marca=EFFA, modelo=K01 Pick-up CS 1.0 8V 2p, ano=2016, renavam=94760065428, placa=LSP-6401, cor=Marrom
marca=Volvo, modelo=S40 T-5 2.5 220/230cv Aut., ano=2004, renavam=61404864670, placa=LOP-3430, cor=Preto
marca=Matra, modelo=Pick-Up CD 4x4 Curto/Longo 2.5 TDI Dies., ano=2003, renavam=14242355234, placa=LKD-1610, cor=Marrom
marca=RELY, modelo=PICK-UP Q22D CS 1.0 2p, ano=2014, renavam=11339287778, placa=KTL-7828, cor=Prata
marca=Gurgel, modelo=Carajas/ Tocantis/ Xavante/ Vip, ano=1985, renavam=95765261479, placa=KSR-4411, cor=Prata
marca=CBT Jipe, modelo=Javali 3.0 4x4 Diesel, ano=1988, renavam=64671065870, placa=LQR-6827, cor=Dourado
marca=Mercury, modelo=Mystique GS 2.5 V6 Mec., ano=1995, renavam=57978993377, placa=KNC-0817, cor=Azul
marca=Buggy, modelo=Buggy 1.6 2-Lug., ano=1988, renavam=64671065870, placa=LQR-6827, cor=Dourado
marca=Audi, modelo=RS7 Sportback 4.0 TFSI Quattro Tiptronic, ano=2014, renavam=26900522120, placa=KMV-7011, cor=Branco
marca=Mazda, modelo=929 V6 Aut, ano=1992, renavam=57978993377, placa=KNC-0817, cor=Azul
marca=Ferrari, modelo=360 Modena F1, ano=1999, renavam=95765261479, placa=KSR-4411, cor=Prata
marca=LOBINI, modelo=H1 1.8 20V Turbo 180cv 2p, ano=2005, renavam=93623944430, placa=LJL-9769, cor=Preto
marca=GREAT WALL, modelo=HOVER CUV 2.4 16V 5p Mec., ano=2008, renavam=57978993377, placa=KNC-0817, cor=Azul
marca=Cross Lander, modelo=CL-330 2.8 132cv 4x4 TB Int. Diesel, ano=2006, renavam=81561872089, placa=KXM-7813, cor=Vermelho
marca=MINI, modelo=COOPER COUP, ano=2014, renavam=98630635332, placa=KYV-6417, cor=Prata
marca=Porsche, modelo=911 Carrera S Coupe 3.0 420cv, ano=2017, renavam=90831516831, placa=KMG-4714, cor=Bege
marca=Mercury, modelo=Sable LS 3.0 V6, ano=1992, renavam=90831516831, placa=KMG-4714, cor=Bege
marca=Mazda, modelo=626 GLX, ano=1993, renavam=26900522120, placa=KMV-7011, cor=Branco
marca=FOTON, modelo=AUMARK 3.5 - 11ST 2.8 4x2 TB Diesel, ano=2014, renavam=33507194078, placa=LQD-3566, cor=Dourado
marca=Cadillac, modelo=Deville/Eldorado 4.9, ano=1991, renavam=52089738333, placa=LPO-0165, cor=Amarelo
marca=Seat, modelo=Cordoba 1.6L, ano=1999, renavam=90831516831, placa=KMG-4714, cor=Bege
marca=LIFAN, modelo=FOISON 1.3 16V 85cv 2p, ano=2014, renavam=62105588237, placa=KRH-0468, cor=Dourado
marca=Gurgel, modelo=Carajas/ Tocantis/ Xavante/ Vip, ano=1985, renavam=93623944430, placa=LJL-9769, cor=Preto
marca=Daewoo, modelo=Super Salon Ace, ano=1994, renavam=52089738333, placa=LPO-0165, cor=Amarelo
marca=AM Gen, modelo=Hummer Wagon 6.5 4x4 Diesel TB, ano=1998, renavam=62105588237, placa=KRH-0468, cor=Dourado
marca=Dodge, modelo=Dakota Sport 5.2 V8, ano=1997, renavam=00497416883, placa=KXH-5917, cor=Laranja
marca=Lexus, modelo=LS 400 4.0, ano=1991, renavam=93240299981, placa=LUL-9507, cor=Prata
marca=GEELY, modelo=GC2 1.0 12V 68cv 5p, ano=2015, renavam=79368600186, placa=LUS-2313, cor=Prata
marca=Lotus, modelo=Elan S-2 1.6 16V, ano=1995, renavam=93623944430, placa=LJL-9769, cor=Preto
marca=Buggy, modelo=Buggy 1.6/ TST/ RS 1.6 4-Lug., ano=1985, renavam=90831516831, placa=KMG-4714, cor=Bege
marca=MG, modelo=550 1.8 16V Turbo 170cv Aut., ano=2010, renavam=81561872089, placa=KXM-7813, cor=Vermelho
marca=Nissan, modelo=AX 6.5D Turbo Diesel, ano=1994, renavam=00497416883, placa=KXH-5917, cor=Laranja
marca=Gurgel, modelo=Carajas/ Tocantis/ Xavante/ Vip, ano=1985, renavam=00497416883, placa=KXH-5917, cor=Laranja
marca=Fibravan, modelo=Buggy Plus 1.6 8V, ano=1989, renavam=14198682484, placa=KWH-1936, cor=Amarelo
marca=Fiat, modelo=Fiorino Furg, ano=1992, renavam=86132628489, placa=LIQ-8057, cor=Cinza
marca=Volvo, modelo=XC 60 R-DESIGN 3.0 304cv AWD 5p, ano=2011, renavam=79368600186, placa=LUS-2313, cor=Prata
marca=Seat, modelo=Cordoba 1.6L, ano=1999, renavam=81561872089, placa=KXM-7813, cor=Vermelho
marca=Porsche, modelo=Cayenne GTS 3.6 Bi-Turbo 440cv, ano=2016, renavam=81561872089, placa=KXM-7813, cor=Vermelho
marca=Mercury, modelo=Sable LS 3.0 V6, ano=1992, renavam=79368600186, placa=LUS-2313, cor=Prata
marca=RAM, modelo=2500 LARAMIE SLT 6.7 TDI  CD 4x4 Diesel, ano=2012, renavam=62105588237, placa=KRH-0468, cor=Dourado
marca=BMW, modelo=318Ti Compact Mec, ano=1995, renavam=81561872089, placa=KXM-7813, cor=Vermelho
marca=Hyundai, modelo=i30 2.0 16V 145cv 5p Aut., ano=2009, renavam=15013762743, placa=LID-5250, cor=Vermelho
marca=LOBINI, modelo=H1 1.8 20V Turbo 180cv 2p, ano=2005, renavam=85217422437, placa=KSX-0135, cor=Dourado
marca=AM Gen, modelo=Hummer Hard-Top 6.5 4x4 Diesel TB, ano=1998, renavam=28027558070, placa=LBY-4569, cor=Amarelo
marca=Jaguar, modelo=XJS-C 6.0 V12, ano=1994, renavam=13159819050, placa=LCZ-7032, cor=Dourado
marca=Ford, modelo=Mustang 3.8 V6, ano=1994, renavam=09569935184, placa=KXD-6437, cor=Verde
marca=Engesa, modelo=Engesa 4x4 2.5/4.1, ano=1985, renavam=06587842120, placa=KXE-1790, cor=Laranja
marca=Engesa, modelo=Engesa 4x4 2.5/4.1, ano=1985, renavam=67056319100, placa=LQN-8693, cor=Laranja
marca=Miura, modelo=Picape BG-Truck CD Turbo Diesel, ano=1993, renavam=64167339768, placa=LMS-9623, cor=Amarelo
marca=Saab, modelo=9000 CD 2.3 Turbo, ano=1992, renavam=67056319100, placa=LQN-8693, cor=Laranja
marca=VW - VolksWagen, modelo=Fox SELE, ano=2014, renavam=22481358090, placa=LDW-9737, cor=Dourado
marca=RAM, modelo=2500 LARAMIE SLT TROPIV. 6.7 4x4 Diesel, ano=2012, renavam=95227941809, placa=LLJ-7890, cor=Marrom
marca=Mercedes-Benz, modelo=SLS-63 AMG 6.2 V8 Aut., ano=2011, renavam=49423414022, placa=KOO-6788, cor=Bege
marca=Land Rover, modelo=Range Rover Vogue 3.0 TDV6 Diesel Aut., ano=2014, renavam=25895659200, placa=LTZ-4940, cor=Cinza
marca=Mercury, modelo=Mystique GS 2.5 V6 Mec., ano=1995, renavam=27148775073, placa=LNV-1461, cor=Laranja
marca=RAM, modelo=2500 LARAMIE SLT 6.7 TDI  CD 4x4 Diesel, ano=2012, renavam=15062428819, placa=KTT-1692, cor=Laranja
marca=Miura, modelo=Picape BG-Truck CD Turbo Diesel, ano=1993, renavam=60898481264, placa=KVT-3132, cor=Cinza
marca=CHANA, modelo=Cargo 1.0 8V 53cv (Pick-Up), ano=2005, renavam=93135520304, placa=LKR-6298, cor=Dourado
marca=Jaguar, modelo=XF 4.2 V8 32V 300cv Aut., ano=2009, renavam=36836835663, placa=LIQ-9433, cor=Verde
marca=Ferrari, modelo=360 Challenge Stradale, ano=2003, renavam=00398797706, placa=LFC-7193, cor=Prata
marca=Alfa Romeo, modelo=145 QV, ano=1996, renavam=31696740559, placa=LAQ-5041, cor=Laranja
marca=Kia Motors, modelo=Cerato 1.6 16V  Flex  Aut., ano=2013, renavam=23227515675, placa=KRD-9632, cor=Dourado
marca=Renault, modelo=SYMBOL CONNECTION Hi-Flex 1.6 8V 4p, ano=2011, renavam=86938953912, placa=LQL-5732, cor=Bege
marca=Bugre, modelo=Buggy VII/VII BIG, ano=2008, renavam=39870736065, placa=KNA-9382, cor=Preto
marca=SHINERAY, modelo=SY6390 A9 PVANS, ano=2012, renavam=76932051260, placa=KOI-0981, cor=Vermelho
marca=Toyota, modelo=RAV4 2.0 HIGH 4x2 16V Aut., ano=2015, renavam=00398797706, placa=LFC-7193, cor=Prata
marca=Porsche, modelo=911 Carrera GTS Cabriolet 3.8 24V (991), ano=2015, renavam=84857804163, placa=LJG-8657, cor=Branco
marca=Pontiac, modelo=Trans-Sport SE 3.1, ano=1991, renavam=63465066818, placa=KZH-1713, cor=Azul
marca=Wake, modelo=Way 1.6 Total Flex 8V Mec., ano=2009, renavam=12691250441, placa=LAK-8831, cor=Cinza
marca=Fibravan, modelo=Buggy Plus 1.6 8V, ano=1989, renavam=05456058088, placa=LDJ-4242, cor=Cinza
marca=RELY, modelo=PICK-UP Q22D CS 1.0 2p, ano=2014, renavam=69671849724, placa=KYN-8733, cor=Amarelo
marca=Subaru, modelo=Impreza SW GX 2.0 16v 4x4 Aut., ano=2001, renavam=00398797706, placa=LFC-7193, cor=Prata
marca=CHANGAN, modelo=MINI STAR CE 1.0 8V 53cv (Pick-Up), ano=2011, renavam=93537645241, placa=LTT-7626, cor=Preto
marca=Cadillac, modelo=Seville 4.6, ano=1991, renavam=93135520304, placa=LKR-6298, cor=Dourado
marca=Saturn, modelo=SL-2 1.9, ano=1991, renavam=39870736065, placa=KNA-9382, cor=Preto
marca=JAC, modelo=J6 2.0 JET Flex 5p Mec., ano=2015, renavam=53191715230, placa=LTY-2633, cor=Prata
marca=Pontiac, modelo=Trans-AM 5.7 V8, ano=1991, renavam=39870736065, placa=KNA-9382, cor=Preto
marca=Saturn, modelo=SL-2 1.9, ano=1991, renavam=67056319100, placa=LQN-8693, cor=Laranja
marca=Isuzu, modelo=Hombre 2 WD XS 2.2, ano=1995, renavam=56570409220, placa=KND-9702, cor=Laranja
marca=JINBEI, modelo=TOPIC VAN Lon./GRAN TOPIC SL, ano=2011, renavam=43239484553, placa=KSD-8758, cor=Amarelo
marca=BRM, modelo=Buggy/M-8/M-8 Long 1.6, ano=1985, renavam=89232886336, placa=KUI-1499, cor=Amarelo
marca=Mercury, modelo=Mystique GS 2.5 V6 Mec., ano=1995, renavam=96059758869, placa=KSM-0030, cor=Azul
marca=Bugre, modelo=Buggy IV e V, ano=1985, renavam=77672664613, placa=GQF-8382, cor=Vermelho
marca=Saturn, modelo=SL-2 1.9, ano=1991, renavam=00398797706, placa=HAP-7193, cor=Prata
marca=Dodge, modelo=Dakota 2.5, ano=1998, renavam=08944750414, placa=HKQ-9515, cor=Bege
marca=Audi, modelo=A3 1.6 5p Aut, ano=1999, renavam=72278671001, placa=HMS-8724, cor=Laranja
marca=Daihatsu, modelo=Applause DLX 1.6 16V, ano=1994, renavam=67056319100, placa=HKK-8693, cor=Laranja
marca=Saab, modelo=9000 CD 2.3 Turbo, ano=1992, renavam=39496026963, placa=HJK-4580, cor=Verde
marca=LOBINI, modelo=H1 1.8 20V Turbo 180cv 2p, ano=2005, renavam=93135520304, placa=HFK-6298, cor=Dourado
marca=Nissan, modelo=Pathfinder SE Titanium 3.3 V6 12V, ano=1996, renavam=39870736065, placa=GLB-9382, cor=Preto
marca=Ford, modelo=Verona GLX 1.8 (Modelo antigo), ano=1990, renavam=93135520304, placa=HFK-6298, cor=Dourado
marca=LIFAN, modelo=X60 1.8 16V 128cv 5p Mec., ano=2013, renavam=77672664613, placa=GQF-8382, cor=Vermelho
marca=Fibravan, modelo=Buggy Vip 1.8 8V, ano=2006, renavam=86938953912, placa=HKI-5732, cor=Bege
marca=Gurgel, modelo=BR-800 (todos)/ Supermini, ano=1988, renavam=00398797706, placa=HAP-7193, cor=Prata
marca=Isuzu, modelo=Rodeo 3.2 V6, ano=1992, renavam=77672664613, placa=GQF-8382, cor=Vermelho
marca=GEELY, modelo=EC7 1.8 16V 130cv 4p Mec., ano=2014, renavam=68368547395, placa=GXW-4999, cor=Prata
marca=Saturn, modelo=SL-2 1.9, ano=1991, renavam=39870736065, placa=GLB-9382, cor=Preto
marca=Kia Motors, modelo=Clarus GLX 2.0 16V Mec, ano=1997, renavam=08756825267, placa=GKR-6481, cor=Marrom
marca=Saab, modelo=9000 CD 2.3 Turbo, ano=1992, renavam=39870736065, placa=GLB-9382, cor=Preto
marca=Alfa Romeo, modelo=Spider 2.0/3.0, ano=1991, renavam=10964047613, placa=HJV-7486, cor=Branco
marca=Daewoo, modelo=Espero CD / DLX 2.0, ano=1994, renavam=04595393848, placa=HIQ-3980, cor=Branco
marca=CBT Jipe, modelo=Javali 3.0 4x4 Diesel, ano=1988, renavam=27288904569, placa=HOJ-8189, cor=Cinza
marca=Ford, modelo=Fusion SEL 3.0 V6 AWD 24V 243cv Aut., ano=2010, renavam=39870736065, placa=GLB-9382, cor=Preto
marca=RELY, modelo=PICK-UP Q22B CS 1.0 2p, ano=2012, renavam=96059758869, placa=GPT-0030, cor=Azul
marca=LOBINI, modelo=H1 1.8 20V Turbo 180cv 2p, ano=2005, renavam=29503892325, placa=GPF-5040, cor=Laranja
marca=SSANGYONG, modelo=Rexton II 3.2 V6 24V 220cv Aut., ano=2007, renavam=10585382619, placa=HEM-7139, cor=Laranja
marca=Jaguar, modelo=XJS 4.0 24V, ano=1994, renavam=17002568866, placa=GUI-3009, cor=Preto
marca=Mercedes-Benz, modelo=Sprinter 310 Van Exec. 9Lug. Diesel, ano=1997, renavam=53538146380, placa=HOF-3901, cor=Prata
marca=VW - VolksWagen, modelo=up! cross 1.0 T. Flex 12V 5p, ano=2015, renavam=08756825267, placa=GKR-6481, cor=Marrom
